,uid,sentiment,text,clean_text,predicted,predicted_proba
12719,29961,neutral,@ MohitMi05068616 I follow u you follow me we follow each other Twitter pe swagat h apka 🙏🙏  ,mohitmi follow u follow follow twitter pe swagat h apka 🙏🙏,neutral,"tensor([0.0337, 0.5185, 0.4478])"
6914,16256,positive,RT @ Reeshy _ 08 @ farrukhzx Yeahhh sunli bhaiya ❤❤❤ hamesha ki tarhn best creativity & voice too 😍😇💝  ,reeshi farrukhzx yeahhh sunli bhaiya ❤❤❤ hamesha ki tarhn best creativ voic 😍😇💝,positive,"tensor([0.0055, 0.1431, 0.8515])"
3852,9428,positive,@ hamada _ najar Hello Good morning I would love for the Follow back USA # FreePalestine https // t co / wnRBsomast  ,hamada najar hello good morn would love follow back usa freepalestin co wnrbsomast,positive,"tensor([0.0804, 0.3974, 0.5222])"
10633,24964,neutral,@ narendramodi @ ysjagan Adarniya Modi jiPehle Aap ko Hardik abhinadan desh ke PM ke liye . Umid karta hoon ki Aap agl … https // t . co / 8UBDSncOn9  ,narendramodi ysjagan adarniya modi jipehl aap ko hardik abhinadan desh ke pm ke liy umid karta hoon ki aap agl … co ubdsncon,positive,"tensor([0.0379, 0.2903, 0.6717])"
12600,29569,positive,@ j _ anyssa Happy birthday boo crazy to think we met at like 9 years old and today you ’ re turning 18. Happy birthday … https // t . co / Wk52Jmr0d2  ,j anyssa happi birthday boo crazi think met like year old today ’ turn happi birthday … co wkjmrd,positive,"tensor([0.0302, 0.4451, 0.5247])"
9409,21984,negative,@ siddh _ artha _ @ Sawan0808 Ye bhn k lode iske jese sale chewtiya logo ko hi sabse phle Bengal m chutiya kata tha angr … https // t . co / qyXbcc54bz  ,siddh artha sawan ye bhn k lode isk jese sale chewtiya logo ko hi sabs phle bengal chutiya kata tha angr … co qyxbccbz,negative,"tensor([0.7301, 0.1867, 0.0832])"
12583,29510,positive,@ MeghShukla15 Teri ankho ki namkeen mastiyaan . Teri hasi ki beparbah gustakiyaan . Teri julfo ki lahrati angdaiyaan .… https // t . co / VwKUFcnXhj  ,meghshukla teri ankho ki namkeen mastiyaan teri hasi ki beparbah gustakiyaan teri julfo ki lahrati angdaiyaan … co vwkufcnxhj,negative,"tensor([0.8980, 0.0653, 0.0367])"
14051,35436,neutral,@ RoflMast @ anjanaomkashyap @ anjanaomkashyap bhakt He 5 Saal Main Kabhi bhi Nahi boli Sarkar ke virudh Aur nahi Ink … https // t co / QrCVypU9yt  ,roflmast anjanaomkashyap anjanaomkashyap bhakt saal main kabhi bhi nahi boli sarkar ke virudh aur nahi ink … co qrcvypuyt,negative,"tensor([0.6257, 0.2742, 0.1000])"
9967,23147,negative,@ dgurjarofficial @ RahulGandhi @ INCIndia Gurjar bhai janta banati he or bigad bhi deti he Samajhdar ko esara kafi he Jai hind  ,dgurjaroffici rahulgandhi incindia gurjar bhai janta banati bigad bhi deti samajhdar ko esara kafi jai hind,negative,"tensor([0.5000, 0.2697, 0.2303])"
729,3576,neutral,Mungu ni mwema tume amka salama . Alhamdulilah  ,mungu ni mwema tume amka salama alhamdulilah,neutral,"tensor([0.1069, 0.6710, 0.2221])"
11305,26736,neutral,@ Wheres _ TheFood _ Kaunsa ye wala dance dance rahe ho ? 😉 https // t . co / 6Se8xUjMvB  ,where thefood kaunsa ye wala danc danc rahe ho 😉 co sexujmvb,neutral,"tensor([0.1965, 0.7380, 0.0656])"
12881,30473,negative,@ KP24 @ dhaval241086 @ shoaib100mph Ye pakistani bc Beijjat hone ke liye hi paida hue hain 😂  ,kp dhaval shoaibmph ye pakistani bc beijjat hone ke liy hi paida hue hain 😂,negative,"tensor([0.8599, 0.1119, 0.0282])"
8834,20413,positive,@ RDArasan @ ParthaNarayan @ Arvindh80 @ pnvijay Facts dont change with anyone's statement . This is my India and we wil … https // t . co / g2zHiQUggv  ,rdarasan parthanarayan arvindh pnvijay fact dont chang anyon statement india wil … co gzhiquggv,neutral,"tensor([0.1039, 0.6086, 0.2875])"
13298,32352,neutral,Happy Birthday Skipper of Our Knights ... India ko Nagin attacks se bachane wale ... @ DineshKarthik https // t . co / SpGeCEVYNC  ,happi birthday skipper knight india ko nagin attack se bachan wale dineshkarthik co spgecevync,neutral,"tensor([0.3256, 0.4818, 0.1926])"
10878,25911,neutral,@ KetPan @ PoisonOfChoice Now you're doubting my love for Bollywood and Kakaboth ! Mere sapno ki rani kab aaegi tu  ,ketpan poisonofchoic your doubt love bollywood kakaboth mere sapno ki rani kab aaegi tu,negative,"tensor([0.3698, 0.3658, 0.2644])"
9076,21050,neutral,@ muglikar _ Samajhdari ki madam ne . Waise exit poll k bad hi kisi ne chhoda nhi hoga . Results k bad to waat lag gyi hogi .  ,muglikar samajhdari ki madam ne wais exit poll k bad hi kisi ne chhoda nhi hoga result k bad waat lag gyi hogi,neutral,"tensor([0.2524, 0.6514, 0.0961])"
39,196,neutral,Narendra Modi Ji Badhayi Ho ... Varanasi ka niwasi hu Aur Hamare ilake ka ek sadak Kafi din se nahi ban Raha hai kr … https // t . co / XGSn8jIpCz  ,narendra modi ji badhayi ho varanasi ka niwasi hu aur hamar ilak ka ek sadak kafi din se nahi ban raha hai kr … co xgsnjipcz,positive,"tensor([0.1019, 0.3530, 0.5451])"
10009,23298,positive,@ RanaAyyub Tu pagal ar Teri so called peaceful community Congress ke president ke bail me hone ke bad b unko suppor … https // t . co / UH1EmuwNCP  ,ranaayyub tu pagal ar teri call peac commun congress ke presid ke bail hone ke bad b unko suppor … co uhemuwncp,negative,"tensor([0.6428, 0.2657, 0.0916])"
2749,5621,positive,RT @ my _ aishwarya Happy birthday Mani ratnam Sir 🎂 one of my most fav director 🤩 can ’ t wait to see your next with aishwarya 🤞🏽 # HBDmanira …  ,aishwarya happi birthday mani ratnam sir 🎂 one fav director 🤩 ’ wait see next aishwarya 🤞🏽 hbdmanira …,positive,"tensor([5.7901e-04, 8.0962e-02, 9.1846e-01])"
5599,14001,negative,@ RahulGandhi Aaj kal aap congress party ka mood pata nhi kr rahe hai . Phele toh bhaut krte thay . 303 ka tamacha kai … https // t . co / u6oIFpFfkx  ,rahulgandhi aaj kal aap congress parti ka mood pata nhi kr rahe hai phele toh bhaut krte thay ka tamacha kai … co uoifpffkx,neutral,"tensor([0.3351, 0.5528, 0.1122])"
11737,27594,neutral,@ nyaikae O kwe ba go phasa ka di 52% ba re it's not that difficult  ,nyaika kwe ba go phasa ka di ba difficult,neutral,"tensor([0.1671, 0.6897, 0.1432])"
16904,31315,negative,Wah .... Charagh haath lag gaya kya jinn wala ...!!! Ye to aese hi hogaya ke suhaag raat pe hi begum ne bed ke niche h … https // t . co / kS5HQEzwcz  ,wah charagh haath lag gaya kya jinn wala ye aes hi hogaya ke suhaag raat pe hi begum ne bed ke nich h … co kshqezwcz,negative,"tensor([0.4671, 0.3909, 0.1420])"
5678,14125,negative,RT @ Ashutos78269048 @ SudarshanNewsTV Agar Pakistan me 1 hindu mara jata hai to India me 1000 mullo ko katwa dena chahiye .  ,ashuto sudarshannewstv agar pakistan hindu mara jata hai india mullo ko katwa dena chahiy,negative,"tensor([0.4240, 0.4190, 0.1570])"
4932,12892,positive,@ kanhaiyakumar hosla tutna nhi chahiyeh bro Yeh chunau h jang nhi Ekbar nhi bar bar sahi lad te reho ek din jarur … https // t co / NnjdTTZKpw  ,kanhaiyakumar hosla tutna nhi chahiyeh bro yeh chunau h jang nhi ekbar nhi bar bar sahi lad te reho ek din jarur … co nnjdttzkpw,negative,"tensor([0.6790, 0.2145, 0.1065])"
15815,42109,negative,@ madhukishwar BC shoting a guy in market is a routine matter Pistol lay k kisi ko b koi maar sakta hai usmai tum … https // t co / zGdUnyywFg  ,madhukishwar bc shote guy market routin matter pistol lay k kisi ko b koi maar sakta hai usmai tum … co zgdunyywfg,negative,"tensor([0.7413, 0.1712, 0.0875])"
4011,9978,negative,RT @ maninder _ sarna @ twtsitcom Jab Criminal Wife Police Station mei ja kar Jhute FIR Complain karti hai Why Police is not following Section …  ,manind sarna twtsitcom jab crimin wife polic station mei ja kar jhute fir complain karti hai polic follow section …,neutral,"tensor([0.1935, 0.6513, 0.1552])"
7222,16849,neutral,RT @ Bombaxtic _ Ridzz Kuch log attention na de kr attention lena chahty hen 🌚😂  ,bombaxt ridzz kuch log attent na de kr attent lena chahti hen 🌚😂,neutral,"tensor([0.3157, 0.5755, 0.1088])"
5375,13646,neutral,@ pixie _ dust _ 91 Sam ne shibani ko line di hi nahi ... hope hi nahi di toh vanita kyu jaan legi ... i am sure shibani would help them  ,pixi dust sam ne shibani ko line di hi nahi hope hi nahi di toh vanita kyu jaan legi sure shibani would help,neutral,"tensor([0.2080, 0.5365, 0.2555])"
7416,17228,positive,@ PiyushGoyal @ narendramodi @ sureshpprabhu Apko bahut bahut badhaiyaan @ PiyushGoyal jee we hope kee hame traino me … https // t . co / TSlca4pNwl  ,piyushgoy narendramodi sureshpprabhu apko bahut bahut badhaiyaan piyushgoy jee hope kee hame traino … co tslcapnwl,positive,"tensor([0.0109, 0.1510, 0.8381])"
2554,4898,neutral,@ India _ 2244 @ 67 _ kunwar @ rssurjewala Wo kya h na ki fake profile itne ho rkhe h ki lagta h ki pi6e koi na koi BJP IT … https // t co / Og0s1ic6UF  ,india kunwar rssurjewala wo kya h na ki fake profil itn ho rkhe h ki lagta h ki pie koi na koi bjp … co ogsicuf,negative,"tensor([0.8173, 0.1060, 0.0767])"
434,2360,neutral,RT @ DailyO _ Pradhan Mantri Modi's Raksha Kavach Why India's women helped PM Modi emerge stronger in 2019 | @ Sanju _ Verma _ | https // t co / Y …  ,dailyo pradhan mantri modi raksha kavach india women help pm modi emerg stronger sanju verma co …,positive,"tensor([0.1155, 0.4333, 0.4511])"
2994,6506,negative,month of the first torture yallllllllllllllllll hep hep hooray we love having mental breakdowns 😎🤪🤠✌🏻🤙🏻  ,month first tortur yallllllllllllllllll hep hep hooray love mental breakdown 😎🤪🤠✌🏻🤙🏻,positive,"tensor([0.1816, 0.3802, 0.4382])"
16459,44606,neutral,23 May ko Rahul Gandhi ki press conference suni . Bahut jaldi me they . Laga ki natijon Ka ilm unhe pehle hi se tha … https // t . co / bsq9HAjgid  ,may ko rahul gandhi ki press confer suni bahut jaldi laga ki natijon ka ilm unh pehl hi se tha … co bsqhajgid,neutral,"tensor([0.3334, 0.4525, 0.2141])"
10588,24774,neutral,@ INCMaharashtra @ AshokChavanINC Congress ki is haal ki koi aur nahi balki Maharashtra Congress khud jimmedar hai in … https // t . co / XEHTNUMlNy  ,incmaharashtra ashokchavaninc congress ki haal ki koi aur nahi balki maharashtra congress khud jimmedar hai … co xehtnumlni,negative,"tensor([0.4791, 0.3074, 0.2135])"
11501,27133,positive,@ ArvindKejriwal kudos to you sir !! You are a real tiger because you went to the swearing in ceremony of the same p … https // t . co / dfXuIO6W1g  ,arvindkejriw kudo sir real tiger went swear ceremoni p … co dfxuiowg,neutral,"tensor([0.2647, 0.5125, 0.2228])"
854,4201,neutral,Media is become blind ... Ab media ko sunane ki jaroorat nahi .... Radio pe bbc news suniye ... Aur apne mind ko fresh rakhiye ...  ,media becom blind ab media ko sunan ki jaroorat nahi radio pe bbc news suniy aur apn mind ko fresh rakhiy,negative,"tensor([0.6508, 0.2604, 0.0888])"
741,3641,neutral,@ narendramodi Congratulations Modiji Mission 2020 welcomes you . Let's make apane sapno ka Bharat Jo kabhi sabse s … https // t . co / nCVMk2hEHS  ,narendramodi congratul modiji mission welcom let make apan sapno ka bharat jo kabhi sabs … co ncvmkheh,positive,"tensor([0.1691, 0.3591, 0.4718])"
13345,32574,neutral,@ yowulf Ah ! This is so cute 🥰 I love these two 😆💕  ,yowulf ah cute 🥰 love two 😆💕,positive,"tensor([0.0110, 0.2483, 0.7406])"
3679,8925,neutral,@ sardanarohit Congress party aur opposition party valo ne tum jaise feku bhakto ka pehle se boycott kar diya hota t … https // t . co / SpCwCm8Z6f  ,sardanarohit congress parti aur opposit parti valo ne tum jais feku bhakto ka pehl se boycott kar diya hota … co spcwcmzf,negative,"tensor([0.5231, 0.3338, 0.1431])"
1986,1004,neutral,@ Triumvirate1 @ darshanbhatt22 @ Cid _ r4y Pori dunya 2019 main or tum log abhi bhi 1971 main 😂😂😂😂 Growup Ab kisi ko bhaija to sath khud aa jana  ,triumvir darshanbhatt cid ry pori dunya main tum log abhi bhi main 😂😂😂😂 growup ab kisi ko bhaija sath khud aa jana,neutral,"tensor([0.2407, 0.4290, 0.3303])"
2987,6487,positive,@ Piya _ Fernandez i miss youu moree ☹️💗 see youu soon 😚  ,piya fernandez miss youu more ☹️💗 see youu soon 😚,positive,"tensor([0.0039, 0.1780, 0.8181])"
15241,39876,neutral,@ irvpaswan @ narendramodi @ PMOIndia Abki bar apse fci ke ritayad amploise ka pension ka karya age badane ki khub asha he  ,irvpaswan narendramodi pmoindia abki bar aps fci ke ritayad amplois ka pension ka karya age badan ki khub asha,neutral,"tensor([0.1984, 0.5445, 0.2571])"
5309,13531,positive,@ PMOIndia Sir 1st of all Congratulations . Sir aap s ek request h . Sir ek law lagu kar do jisme koi bhi person jo gov … https // t . co / cbvvf3AbXn  ,pmoindia sir st congratul sir aap ek request h sir ek law lagu kar jism koi bhi person jo gov … co cbvvfabxn,neutral,"tensor([0.2075, 0.4746, 0.3179])"
14231,36101,positive,All glory is yours Abba Father 😇💕 Feel so blessed and surreal added by feeling so overwhelmed 🌹💕 God is so good all … https // t . co / QeyeYdKii4  ,glori abba father 😇💕 feel bless surreal ad feel overwhelm 🌹💕 god good … co qeyeydkii,positive,"tensor([0.0057, 0.1138, 0.8805])"
1055,14815,neutral,@ shoaib100mph Jo marzo team bana lo .. Harna hum ne phir bhi hy .  ,shoaibmph jo marzo team bana lo harna hum ne phir bhi hy,neutral,"tensor([0.3099, 0.5506, 0.1396])"
13279,32273,positive,Ya Allah accept our ibadat ya Allah have mercy on us and entire Muslim ummaAmeen I love you so much future husba … https // t co / faWBAg7TJq  ,ya allah accept ibadat ya allah merci us entir muslim ummaameen love much futur husba … co fawbagtjq,positive,"tensor([0.0206, 0.1666, 0.8128])"
4493,11778,positive,@ smritiirani @ narendramodi Thanks ma'm ..... we are always with u .... Mauka mila hai toh aisa kaam kijiye ki jiski mis … https // t . co / tHAqoQ4fbp  ,smritiirani narendramodi thank mam alway u mauka mila hai toh aisa kaam kijiy ki jiski mi … co thaqoqfbp,positive,"tensor([0.0874, 0.4279, 0.4846])"
9767,22614,negative,@ yadavdimples @ RahulGandhi Azam Khan tera underwear shung Chuka hain . Bacha Sakti hain to bacha le apni gaand ko  ,yadavdimpl rahulgandhi azam khan tera underwear shung chuka hain bacha sakti hain bacha le apni gaand ko,negative,"tensor([0.9752, 0.0153, 0.0095])"
11177,26488,neutral,RT @ Lilcococadbury7 Trust me Zindagi may mujhay kabhi itni Khushi nahi hoti jitni tab hoti hai jab may Pakistan ko defend karti hu ) I fe …  ,lilcococadburi trust zindagi may mujhay kabhi itni khushi nahi hoti jitni tab hoti hai jab may pakistan ko defend karti hu fe …,neutral,"tensor([0.1436, 0.6512, 0.2052])"
1752,40495,negative,@ MaryamNSharif Allah ki Kasam tum se Zada dheet bewakuf koi nai dekha . Chorni . Chor ki beti . Chor ki Behan . Chor ki … https // t . co / B3bOyGq8H5  ,maryamnsharif allah ki kasam tum se zada dheet bewakuf koi nai dekha chorni chor ki beti chor ki behan chor ki … co bboygqh,negative,"tensor([0.7706, 0.1091, 0.1202])"
7029,16474,negative,Ye kis type ka nashaa h yr 😜😜😜😜 Ye 8cr . Opening wale fan Sala mind dhekh rhe ho londe ka 😜😜😜😜😜 vimal khaao or khush … https // t . co / 4ZIy4pRXZ8  ,ye ki type ka nashaa h yr 😜😜😜😜 ye cr open wale fan sala mind dhekh rhe ho lond ka 😜😜😜😜😜 vimal khaao khush … co ziyprxz,negative,"tensor([0.6569, 0.2195, 0.1236])"
13799,34436,positive,Diya kumari dil se aane wali he fir se @ modi ji fir se aane wale he dilse @ congratulation for rajsamnd @ https // tco / y0ZCtqIs8Q  ,diya kumari dil se aan wali fir se modi ji fir se aan wale dils congratul rajsamnd tco yzctqisq,neutral,"tensor([0.1591, 0.5856, 0.2553])"
2840,5982,neutral,@ Shehla _ Rashid aur salo ye galat h toh haiiii lkn bjp ka nam kyu kya wahan narendra modi khda h ya amit shahh .... s … https // t . co / SOf3aAsQBj  ,shehla rashid aur salo ye galat h toh haiiii lkn bjp ka nam kyu kya wahan narendra modi khda h ya amit shahh … co sofaasqbj,negative,"tensor([0.5676, 0.2832, 0.1492])"
8733,20189,neutral,@ coolfunnytshirt Ye BJP ne Naresh Agarwal ko UP ke BJP daftar ki safai ke liye rakha hai Kya # ModiSwearingIn # SwearinginCeremony  ,coolfunnytshirt ye bjp ne naresh agarw ko ke bjp daftar ki safai ke liy rakha hai kya modiswearingin swearinginceremoni,neutral,"tensor([0.4033, 0.4923, 0.1044])"
1674,38483,neutral,@ Fiances _ @ AbdulRehmani7 I think dusron ko itni importance nahi Deni chahiye that hurts more 🙏🙏🙏  ,fianc abdulrehmani think dusron ko itni import nahi deni chahiy hurt 🙏🙏🙏,neutral,"tensor([0.2759, 0.5337, 0.1903])"
16197,43670,positive,@ sadiayounas77 @ WaseemBadami @ iqrarulhassan Arayyy sweeto 🎀💕😘 Hamesha khush raho salamt raho 😍 Allah pak apko iss te … https // t . co / HyymiYviDB  ,sadiayouna waseembadami iqrarulhassan arayyy sweeto 🎀💕😘 hamesha khush raho salamt raho 😍 allah pak apko iss te … co hyymiyvidb,positive,"tensor([0.0049, 0.0454, 0.9497])"
4272,10960,positive,@ EvmAnti Ek tumhi toh ho samajhdar bhai sahab ji .. hans raaj hans ko kisi nai nahi jitaya modi ji ko jeetaya hai sa … https // t . co / tTg9DFLTQH  ,evmanti ek tumhi toh ho samajhdar bhai sahab ji han raaj han ko kisi nai nahi jitaya modi ji ko jeetaya hai sa … co ttgdfltqh,neutral,"tensor([0.2198, 0.4233, 0.3569])"
9410,21985,neutral,@ News18India @ nehapant19 What a family debate . Ek BJP seEk Ham Hindu seEk Hindu mahasabha se Ek BJP k samarthaka … https // t . co / 8HAzomMKf9  ,newsindia nehap famili debat ek bjp seek ham hindu seek hindu mahasabha se ek bjp k samarthaka … co hazommkf,negative,"tensor([0.5042, 0.2912, 0.2046])"
9021,20881,positive,Hmare Yashshvi Desh Ke Pardhan Mantri Shri @ narendramodi ji apko Sapth samorh Ki dher sari Subhkamnaye Mujh Jaisa H … https // t . co / Z3MzikGmMA  ,hmare yashshvi desh ke pardhan mantri shri narendramodi ji apko sapth samorh ki dher sari subhkamnay mujh jaisa h … co zmzikgmma,positive,"tensor([0.0079, 0.0777, 0.9143])"
7822,18310,neutral,So this bollywood song “ Duniyaa ” is originally based on Akhil ’ s Khaab tune and I don ’ t know how to feel about this … https // t . co / Wbi3fCHNIp  ,bollywood song “ duniyaa ” origin base akhil ’ khaab tune ’ know feel … co wbifchnip,neutral,"tensor([0.3866, 0.4279, 0.1855])"
1174,24518,negative,@ nikhildadhich @ AmitShah Ab mirchiwal Teri okat pata chalegi jab Amit shahji ke chakrabyuh me trap Hoga tab tu khud … https // t . co / FPAndx8muM  ,nikhildadhich amitshah ab mirchiw teri okat pata chalegi jab amit shahji ke chakrabyuh trap hoga tab tu khud … co fpandxmum,negative,"tensor([0.6595, 0.2540, 0.0865])"
14526,37179,neutral,RT @ Kalpesh63520042 @ MaheshSurwase17 @ SushilModi Hinduo ke khilaf ho rahe atyachar ke virodh me Aavaj uthai isliye jhute aarop lagakar fas …  ,kalpesh maheshsurwas sushilmodi hinduo ke khilaf ho rahe atyachar ke virodh aavaj uthai isliy jhute aarop lagakar fa …,neutral,"tensor([0.4136, 0.4381, 0.1482])"
