uid,text,predicted
23063,baki awe you're so sweet ! this nakko is saying much much thankyou to you ! i mith hugging you ! ðŸ˜£ this nakko woofs â€¦ https // t . co / RY5NFkPFpG  ,positive
1860,narendramodi Dear Respwcted PM Sir Bahut Bahut Mubarka Ji ..... Parmatma aap Ji nu iss tra hi te iss tau bhi vadh ch â€¦ https // t . co / Gyy2hsnC2G  ,positive
7123,@ ajay43 But Ajay ji why we are selecting this type of media it means knowingly unknowingly we doing mistake . Desh k â€¦ https // t . co / W2SENqiqAj  ,neutral
26684,Mamta mai nhi joungi modi ke sopoth samoroh me me why Mamta modi ne bjp workers ko bulaya hai me lekin aa â€¦ https // t co / CyWecFFGHZ  ,neutral
41020,@ AlmostFading @ vyasshruti Funny hota toh aapke sath Ham bhi hass rahe hote Khud ko Itni importance nahi dete k Chh â€¦ https // t co / vhVDp1bjJO  ,neutral
8262,@ Hariprakash4u @ Hariprakash4u tu Chutiya re jo itna Ganda gira hua Jhut bolta hai !! Tu wo nali ka Kira hai jo k â€¦ https // t . co / g0CVePTtZp  ,negative
11102,@ SuspendedSadia Nahi sis Patanjali ke products ke alawa yaha kuch bhi affordable nahi sis . khadi shampoos toh don't â€¦ https // t . co / eUs57BOmYB  ,neutral
30938,LAUNDA SERIOUS H best dialogue that i loved the most . Â # HostagesOnHotstar @ hotstartweets @ tiscatime Â @ RonitBoseRoy Â @ parvindabas  ,positive
11321,@ ayushpalak762 @ virendersehwag Haters will hate but jitega to Modi hi ðŸ˜‚ðŸ˜‚ðŸ†ðŸðŸ†ðŸ  ,neutral
30631,Baqi baaten thk hain but momim mard maghror ni ho skat aur naa hi bad mizaj aur bat rahi raub ki tou i think so rau â€¦ https // t . co / AD159HSQem  ,neutral
43485,RT @ sallukhanbeing Bharat Or Us Ka Pyar Madam Sir # Bharat # SalmanKhan # KatrinaKaif https // tco / uPf2zE0Zph  ,neutral
25139,@ RS9777 @ msdhoni @ PathakRidhima @ aaliaaaliya @ hashmi _ shahid @ MuhammadWasim77 Dhone <3 love from pakistan  ,neutral
18887,Pakistan se to behtar Afghanistan hai Jisne world cup me Australia ke sath khelte hue 207 banaya . Afghanistan keep it up congrats  ,negative
41372,@ AmanWadud @ ashwinmushran Assam police walo yeh kya chutiyaap hai ?? Sharam karo sharam !! Hum yeh kabhi nahi hone â€¦ https // t . co / sJou9UzCmZ  ,negative
3304,@ FarziCricketer No I was just trying to convince Kohli ki khaana kha ker hi jaaye ðŸ˜‹  ,negative
26993,@ sanjaynirupam Thik hai aapko gold medal diya jayega . Karnataka ki janta bjp ko desh sambhale wala smjhti hai toh u â€¦ https // t . co / RJb1zWCtcq  ,negative
3830,BJP sharkar hone ke bad bhi https // t . co / NhTznoyiga  ,neutral
32962,RT @ momina ___ What i $ yOur biRth m0nth ? Jan Shakki Feb matlbi Mar Dil ka sacha Apr intelligent May Loving perso â€¦  ,neutral
10939,@ SwetaSinghAT Abhi ye bahut ho gaya Modi jii sirf limelight ke liye bane Inse koi puche ye jo kaam karte h unse â€¦ https // t co / t2262vLdpo  ,neutral
2886,@ yadavakhilesh @ ysjagan Akkaless Yadav yadi jat pat aur gathbandhan ke chakkar me nahi padke apne PAPA ki suni hoti â€¦ https // t . co / hAyZ3QZdK4  ,negative
25148,@ RahulGandhi Babu ... opposition bnne ki aukat to juta lo phle ... 3 seat or ðŸ˜‰ðŸ˜‰ðŸ˜‰  ,negative
7893,RT @ Vicky _ Vee _ J @ PriddyInsane Yhoooooooo ðŸ˜­ðŸ˜‚ðŸ˜‚ðŸ˜­ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ Thankyou for making my day  ,positive
12033,@ abhisar _ sharma Hum bhike nayi corrupted congress ke hatho ? Isliye Modi ki jeeth ? Public ka jeeth ? Bharat ka jeet â€¦ https // t co / 4mGn3nK8Mm  ,negative
11383,@ KescoKanpur IIT Society Near New Kesco Bomba Road Kalyanpur IIT Kanpur Double transfermer lga hua hai kal se ligh â€¦ https // t co / sSYcQe9FyM  ,neutral
9123,@ SanjayAzadSln Sick aadmi Tera tweet dhruv tyagi pe kyu nahi aaya chillar Dilli dikhti nahi aur biha â€¦ https // t co / 9dh2LTXvo3  ,negative
43183,@ MobilePunch Thhe world is becoming more of an evil place ; who put it into the mind of such a young boy to do it ?  ,neutral
7937,@ ACBofficials @ rashidkhan _ 19 Aap logo ki teams mashaallah achhi he Lekin aap logo captain change kar ke bahut badi â€¦ https // t . co / UEBo3uZDrk  ,neutral
26266,RT @ induinsan00 Dhan dhan satguru tera hi aasra Gud morning sai g ðŸŒ· @ Gurmeetramrahim please bless ðŸŒ· you all insan with sewa simran and parma â€¦  ,positive
1811,@ ShahidKhan _ 5055 @ BBhuttoZardari Teri lash pr banen gay kutte ki nasal Tere nana ne jo os waqt kia wo to apna anj â€¦ https // t . co / 4ciaLHXo5J  ,negative
2105,@ bisma _ xs @ nimrahhxm The girl was telling people not to roast her like they were ganna anyways ðŸ˜‚ðŸ˜­ they didn â€™ t even â€¦ https // t . co / RDffIyCFpj  ,neutral
10565,@ abpnewstv Bhagwan ram Ko toh chor do BJP ( balatkar janta party ) ram ji Ka name leta ho vote jitna Ka liya ram j â€¦ https // t . co / vfeakOBCp2  ,neutral
9331,@ JUSTFOR01947801 Mjy stars ka itna pta Ni ha wasy  ,neutral
33377,RT @ ajaychauhan108 @ SunitiChoudhar4 @ Aryavrta Ek nahi blki kai farji N . G . O . 's ese hain jo desh me hindu dharm ko badnam kr dharmantaran ko â€¦  ,neutral
250,@ GuruOfficial guruji ok bye guruji see you soon bye mummyji ðŸ™ Papaji ðŸ™ and I love you so much mummyji ðŸ™ Papaji ðŸ™â¤ï¸â€¦ https // t co / PEqoIdiPa3  ,positive
8480,@ RJDforIndia @ yadavtejashwi Mai kisi bhi sabha mei nahi gaya aur vote kiya Ye koi logic nahi ki jo rally mei ja â€¦ https // t co / jP2en7rpKU  ,negative
19305,@ BTS _ twt yoongi are you happy that liverpool won ? # YNWA ðŸ’œ  ,neutral
10880,@ Akashv9798 Bht si shristi hain yaha or insta pe # 15DaysToBHARAT  ,neutral
11322,Salman Hanif || NEW NAAT HAAL E DIL KISKO SUNAYE AAP KE HOTE HUE https // t co / 9mzVJ5Y2RP via @ YouTube  ,neutral
2167,@ kunalkamra88 Ghanta sala kaise jitega wo to bola ni fheku admi ghin ata h aise dikahve logo se  ,negative
20896,RT @ insiderdotin Question 1 ðŸ‘‡ # PrepQuiz The iconic song â€œ Chalo Chalein Mitwa â€ is from which Anil Kapoor movie ? - Beta - Nayak - Dil Dha â€¦  ,neutral
25702,RT @ Awwmeer @ yrrrr _ amna @ fatima _ says _ Happy Birthday gurl  ,neutral
30439,@ drhasanakbar @ cricketsunny11 @ SahilBh39 @ kalson @ iamamirofficial shabash aap ka jis nay teen wickets li ous ko cri â€¦ https // t . co / okBPupc2yx  ,neutral
2618,@ TarekFatah The propagaters of hate . Shame on such people . Ye log tyohar me khoon ki nadi bahaye to hi unhe khushi â€¦ https // t . co / 3shdXobFQU  ,negative
17875,@ zuhaib _ sheikh @ Baat _ Sunoo Astagfarh xD my dil is empty p  ,neutral
7939,Me and my babyjaan biggest fan of bhaijaan â¤ï¸ðŸ‡®ðŸ‡³ðŸŒ¹ @ BeingSalmanKhan https // t . co / QNdhvxfPzR  ,positive
24911,@ AnupamPKher @ Deepak95819299 Great Sir . Bachpan me anjaane me aapse bahut nafarat karte the for your roles ( vilen )â€¦ https // t . co / zIffmiS6t5  ,positive
25087,@ artii08 free time ki qeemat tum kya jaano arti babu !! main to kabse koshish kar rahi hun k bigad jaye ab tk nahi b â€¦ https // t . co / P0mlgEzHgp  ,neutral
11595,Narendra Modiji at Rashtrapati Bhavan An historic win and what a Win We feel that we all are Prime minister à¤µà¤‚à¤¦à¥‡ à¤®à¤¾â€¦ https // t co / ixnE1gMOfT  ,positive
10934,@ RAJPOOTG15 @ abu _ azazil @ FutureWaala Huzoor yeh agar siyaq o sabaq k saath bat karein too Inki social media ki dukanein band na hoo jaein  ,negative
34811,RT @ Akhilesh _ LMP @ priyankagandhi Who is responsible for that andhbakto ..... ab mt kahna ki nehru ji ne paper out kara diya .... ya fr rajiv â€¦  ,neutral
16083,@ daniaaraja Bhen jese Ap ney pic google ki hoi wese hi mene ki phir ku Takleef hoti he bar bar ap ko Me na ye hun n â€¦ https // t . co / nkuUMP9PiT  ,negative
1938,@ kshukla778 @ Unconvincing11 @ TamilachiTNadu @ chandan1sharma Ye sab sale . Hindu hain aab Hindu k khilaf hi khade hai â€¦ https // t . co / W6ZHkuXLiJ  ,negative
24263,@ ARYSabirShakir @ asmashirazi @ kdastgirkhan lanat ho is government per or in media journalist per jo in choor goverment ko support krhe ha  ,neutral
14571,My baby girl Jessi made the Dean's list !!!!!!!! SOOOOOOOOO PROUD OF YOU MY SWEET TINKA !!! Jessi Clements https // t . co / yGhMm7QzT4  ,positive
33067,TAQDEER MOVIE IS BEST AMAZING Awesome Superstar Good All the characters is good Thank you ji Nice Thought I â€¦ https // t co / ms4j1NSciR  ,positive
27366,@ TarekFatah Abe buddhe isme Zimbabwe ka captain kaha hai tere ko to har baat pe khujli hoti hai ðŸ˜‚ Nanga to nahi g â€¦ https // t co / 76EMrP7NAZ  ,negative
23370,@ samrat _ bikash @ MamataOfficial Modi ji ka Ram nam lena aap ki uddesya se alag hai . Wayseapne uttar nehi diya mere â€¦ https // t . co / rHkNlfUzNE  ,neutral
25785,RT @ risinganand89 @ fazalmallick @ Makeadvice1 Ji meri party hai Bharat Varsh aur meri soch hai sarve bhavantu sukhina vasudhaiva kutumbak â€¦  ,positive
15121,@ rashtrapatibhvn @ narendramodi Sir pranam hamare desh ka pm sri modi hona hamare lie bahat khusi ki bat he sir me h â€¦ https // t co / 6yAQFsHMtB  ,positive
30507,@ MattxJensen @ todd _ bethe @ dekker you can just say Bo Ryan and Pearl - Jeters best success came with Pearl's guys in â€¦ https // t . co / sF29D5AG5H  ,neutral
25890,@ isiqhawe The sooner the better I say  ,neutral
13104,@ LawyerPmln @ MaryamNSharif Me hr trha ki gand mrwqny k ley tyar hoo .. pr jo loti hoi dolat hai wo wapos nahi kro ga ...... bhen chood chutia  ,negative
31250,@ vagishasoni Itni ghatiya rajneet ajtak kisi ne nahi ki hogi jitni iss kanjarwal ne ki hai Delhi election me aisi h â€¦ https // t . co / vZ7eV97mXT  ,negative
29072,@ hansbadvi Sad reality Hamsha or at he khud ko sahe sab it karnay k lye suicide karty he mard jitna marzi bad Kar aur bad chalan ho . Allah ðŸ˜”  ,positive
18494,@ sixesbitches Yes ! He is such a talented one I'm so so so so proud of him !  ,neutral
22008,@ Suleman968 Sorry I Don't Have Completel Bayan ðŸ˜  ,neutral
16410,Amit ji & modi ji say Mera anurodh hai ki jai bhan singh Ji pawaiya ko rastriye adyakch ka pad diya jay B . J . P https // t . co / qFy24VTMJj  ,positive
42729,RT @ Alvira _ Lover Ajeeb bewakoof log h pta h nhi par bs kuch bhi bolna h Agr Islam or deen ke baare m knowledge nhi h to chup raho har koi â€¦  ,neutral
43513,@ rpbreakingnews Raj . Me Congress Govt Aane Par Ab Shubh Lakshan Prakat Hone Lage h Where is Police & Where is Law & Order Shame Shame  ,neutral
26921,Sir Many many congratulations Guruji ki kirpa aap par hamesa bni rahe . Aap jet ke karamchaariyo ke uthaan ke l â€¦ https // t . co / aE8NbAZ48G  ,positive
11238,@ tusheverpahwa @ The __ Alix @ mansikhurana30 Hmari phupho ki betiyan esi kyu ni ðŸ˜­ðŸ˜­ðŸ˜‚  ,negative
3685,@ aintyourSummi nh ab log attention seeker nh banna chahty na itni embarasmnt hoti logon ko (  ,neutral
36407,@ Balwant58644969 @ sallu065 @ HussainAzmat3 @ AhsanAbbasPak @ MonaAlamm Ye to Chinese se bhi Maa bahen chudate hai To â€¦ https // t . co / VJt9zO1itE  ,negative
19615,Modi-Shah ko ... btao .. Bhartie Musalman aise hote hei ... tumhari tarah nahi ... jo satta ke liye ... polarize karne ... gal â€¦ https // t . co / ybV5BwE03X  ,negative
8490,@ taja _ sevelle There is so much of ur wonderful work out there ! WOW Taja !!ðŸ’œ  ,positive
33646,RT @ Sureshb45410299 @ ek _ ahsaas @ Bjp _ sumitverma Deske tukde hi Hindu Muslim karke kiye the Gandhi Nehru ne to Hindustan Hindu rastra hona â€¦  ,neutral
25869,@ chetan _ bhagat But Without Rahul No Existence of Congress . it will be Tukde Tukde .  ,negative
30989,@ anjanaomkashyap Ye anti incumbency h madam jo 70 saal ye log ne desh ka haal kra h wo ab kuch v kr ke ye daag â€¦ https // t co / aBDGXsRwq0  ,neutral
25331,@ kaypeelove You mami ðŸ¤ª even though you didn â€™ t take me food or Starbucks ðŸ˜’  ,neutral
25925,@ xplrupdates Best Sam and Colby tattoos @ Hope _ elizabetth Best meme @ sunflowershia Male stan of the year @ cory _ tfil  ,positive
21344,RT @ petridishes wish default Writer Feelings settings included more options than FULL OZYMANDIAS LOOK ON MY WORKS YE MIGHTY AND DESPAIR an â€¦  ,neutral
4863,RT @ Adiza _ My _ love Ek bohot simple sa advice .... kindly just ignore the show nd apne wale pe concentrate karo ... itna ignore karo Ye socho ki â€¦  ,positive
32720,RT @ BestOfShraddhaK Wishing you a very happy Diwali â¤ðŸ”¥ from all the ShraddhaGems ! Have fun sunshine @ ShraddhaKapoor https // t . co / wMq6ttD â€¦  ,neutral
22951,@ SnehaPkd @ ManishM89620497 Wtf ðŸ˜¡ Yhi dikhata h inki upbringing Ab tk to kahi chhip gya hoga itne logo ne DM kiya h ðŸ¤£ðŸ˜‚  ,negative
2885,I second u ... Par udta Punjab kaun sambhalega .... Sachin pilot can be second best option .. He is Grounded and commi â€¦ https // t . co / AZTmCrOzwh  ,neutral
22591,@ narendramodi Congratulations modi shab bhagwan apko khub yes or lambi ayu de bharat ki tarkki me apka sadiyo tak name rhe  ,positive
24787,Pakistan koi match jeet ni rha ghar wale cricket khelne ni dete PTCL slow chalta hai CGPA ka janaza nikla hua ha â€¦ https // t . co / bCKF6sHGkY  ,negative
16669,@ narendramodi Respected Modi Ji App jiyo hajaro sal or PM Bano bar bar Bharat Mata Ki Jai  ,positive
41999,RT @ Meena _ 1994 # manupunjabi - Whenever we Respect Someone We said Sree before Someone Name . Absolutely True Bhai Thank u so much for alway â€¦  ,positive
5006,Day 26 Avida ka 25th Roza Mubarak @ iamsrk @ BeingSalmanKhan Bhai Allah Ap 2no ko khush rakhe â€¦ https // t . co / s1yKYCUCYo  ,positive
16087,@ Gurmeetramrahim Dhan Dhan Satguru Tera Hi Aasra Good Morning Papa Ji please Pita Ji Hum Sab Par Hmesha Apni â€¦ https // t co / SsW4SzGavf  ,positive
1349,Happy birthday @ karanjohar sir very very happy to return s of the day aap jio hajaro saal and make a lot film https // t co / DMu6wZ6o8r  ,positive
16717,@ NoorHSumra I wish my dad still alive miss him a lot and I love ur dad's response Khich k rekh  ,neutral
15749,420 i feel like we â€™ ve been mutuals for like . ever !!!!!! you â€™ re so funny and idk why we never talk anymore king ðŸ¥ºâ€¦ https // t . co / R0h983Qjx2  ,neutral
41817,@ girirajsinghbjp @ kanhaiyakumar muft ki roti todke socha desh todegs ðŸ¤£ Nice slap on @ kanhaiyakumar face shameless m â€¦ https // t co / QJrxkvX51V  ,negative
26249,Har bar jab batting line flop karti ha Sara kasor imam bichare par kuon dala jata hai ? â€” Bechare ke patli gardan ha â€¦ https // t . co / sywHfJ00Pb  ,negative
10139,@ republic ya to khud ki language k ilawa koi language mat sikho sirf hindi k piche mat pado we are Indian and hin â€¦ https // t . co / F8pIY2iKNa  ,negative
44029,Only person I â€™ m calling is the authorities . You have threatened my safety for the LAST TIME MILEY CYRUS IVE HSD IT https // t . co / sKRBCzULVm  ,neutral
40754,RT @ Jaibhartbhumi75 @ ramsarnacharya1 @ ZeeNewsHindi Swami ji karmo ka fal jaroor milta hai chinta na Kare . Apne acche karm kiye apna dharm â€¦  ,neutral
14592,RT @ SudhirK73818160 JAI ... JAI ... JAI ... JAI AKHILESH BHAIYA JINDABAD JAI HO https // t . co / Sku90lWYHm  ,positive
1566,RT @ kababiito _ You â€™ ve broken my resistance with your love ... turn the stone inside me back to flesh ðŸ™ŒðŸ¾  ,neutral
28591,@ kunalkamra88 @ vivekagnihotri Kya re chutiye kab muh band rakhega apna ? Tere iss so called jokes se hasi to aati na â€¦ https // t . co / 5pYLJHdJ25  ,negative
4600,@ Draj93Peter @ Being _ Tamanna Nahi ji . Aapke type ke school mein toh bilkul nahi gayi aur na kabhi jaaungi ! Ab nikali â€¦ https // t . co / KtjfgDfjK5  ,neutral
27071,@ Tejasvi _ Surya Congratulations Sabka Saath + Sabka Vikas + Sabka Visvash ( Trust )= Victorious Bharat ( India ) https // t co / yda4RqEOXE  ,positive
26168,@ Nidhi That â€™ s the problem with stereotypes within society . Topi hai Dadhi Hai to Muslim hoga and Muslim hai to zru â€¦ https // t . co / vnsMdbaHnd  ,neutral
20424,RT @ Shravan36873989 Haan hasi ban gaye Haan nami ban gaye tum mere aasman meri Zameen ban gaye # KYYS4OnVootWithPaNiAsMaNan @ niti _ taylor @ L â€¦  ,neutral
3466,@ AutarkisMike Yeah true ! Always irks me when I see someone streaming going durr hurr look at the flag i put up .  ,neutral
31850,@ Usra82350098 @ ZahidRazzaq80 @ geonews _ urdu Mery bhai mn kisi fake website ki bt ni kr raha jo BBC k agy kch lga k b â€¦ https // t . co / CLBdTnPKAm  ,neutral
10511,@ mm _ arain @ TarekFatah You got it wrong . Tuxedo mehenga pad raha tha bechare ko . Isliye wife ne cupboard se ise night suit laake de diya .  ,neutral
31847,@ ithesheeshkebab Challo chalein main aur tum I want to go . I miss pakistan way too much . ðŸ˜©â¤ï¸  ,positive
14649,@ MamataOfficial Madam mera RAM itna Nafarat karne ke layak nahi hai ... Jai ShrRam sunne se Problem kyon hai ? No offense just asking ma'am  ,neutral
8616,@ Pooja _ 2727 Or Musalman log to na hi bole to behtar hai ye Jain Dharm ho ya koi v Dharm ho muslim Ko chod kr sabko â€¦ https // t . co / cwoPsNlm5z  ,negative
30209,.@ deepikapadukone # RanbirKapoor get nostalgic with Balam Pichkari as @ RanveerOfficial cheers for them Watch the v â€¦ https // t . co / gXHy6m3e1m  ,negative
9687,E Rajsthan ki halat hai in mullo des se bahar kro ya Hindu ko khud ladne ki aazadi do aur hm per koi section na lag â€¦ https // t . co / XgIkSrQyfo  ,negative
18441,@ free _ thinker @ mayukhrghosh @ vikasbha @ AltNews @ boomlive _ in @ SMHoaxSlayer ye video tere jaison ki sulgane ke liye hi banaya gaya hai ... ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,negative
411,@ upasna _ bharti Baby aap dusro ki respect kro dusre apki karainge Har baat mei burai na nikalo just show love or dont say anything  ,positive
5066,RT @ big3focus we are so close to 1M !!! rt this or you â€™ re jihyophobic https // t . co / QvHgKs9rhJ  ,positive
10309,@ Aurangzeb _ AIMIM Hame milte hai # Chutiye aksar Lekin Aaj tum mile to # Chutiyapan ki # Defination Pta chal gyi Wah m â€¦ https // t co / 6Ix51tq6U3  ,negative
43477,@ TheOfficialSBI re harami ka bacha kitna Paisa katega account se bc hamara Paisa kaat ke Apne baap @ niiravmodi La â€¦ https // t . co / T727RS3Bk4  ,negative
3168,@ whiskey _ Is _ Lov @ HusnKaHathiyaar Aaj hi dhundhe mile hume bhi ðŸ˜‚. Poora pintua gang hi suspend ho gaya tha ðŸ˜‚  ,negative
25810,@ bhagwadhari108 @ hariom1259 @ aamrapali108 @ narendramodi Sale chutiye aurat k piche chip k uski chut paane mard bn r â€¦ https // t co / Z4Okv5VYRi  ,negative
10015,@ FiyazChohanPTI o kisy mirasi ka bacha aik kuty se zayda oqat ni hai teri or wo bhi btana jo to apni baji ko bani g â€¦ https // t . co / iQL2DUlgml  ,negative
