,uid,text,clean_text,predicted,predicted_proba
1373,23749,@ HammadJamil92 Deen iman to hai Is bandy ki harkatyn ajb hain Kabi achi batyn karta to sahi lagta jb vulgar hota to bura lagta ðŸ˜‚ðŸ˜‚  ,hammadjamil deen iman hai bandi ki harkatyn ajb hain kabi achi batyn karta sahi lagta jb vulgar hota bura lagta ðÿ˜‚ðÿ˜‚,neutral,"tensor([0.2733, 0.4487, 0.2780])"
1374,26818,@ AmazonHelp 10th reminder Twitter Amazon mera pikup nahi Kara rahi hai 17day se Amazon ki kharab service ko jhel ra â€¦ https // t co / Zn1tiqR7Dy  ,amazonhelp th remind twitter amazon mera pikup nahi kara rahi hai day se amazon ki kharab servic ko jhel ra â€¦ co zntiqrdi,neutral,"tensor([0.2999, 0.4813, 0.2188])"
1375,3531,@ aliktareen @ realshoaibmalik Well to be very honest . @ MHafeez22 aur @ realshoaibmalik may say kisi aik ki jagha baan â€¦ https // t . co / 13inhFhHjz  ,aliktareen realshoaibmalik well honest mhafeez aur realshoaibmalik may say kisi aik ki jagha baan â€¦ co inhfhhjz,positive,"tensor([0.1838, 0.3752, 0.4410])"
1376,24504,RT @ Sulex _ kindin Jumma â€™ at Mubarak to y â€™ all ðŸ™ŒðŸ»ðŸ™ðŸ» https // t . co / FtYJ8HydOL  ,sulex kindin jumma â€™ mubarak â€™ ðÿ™œðÿ»ðÿ™ðÿ» co ftyjhydol,neutral,"tensor([0.2558, 0.4019, 0.3423])"
1377,15551,@ FoneGyaan Hate them ! Yahaan ka khate aur terrorism ki gaate hain Don't agree one bit !  ,fonegyaan hate yahaan ka khate aur terror ki gaat hain dont agre one bit,negative,"tensor([0.5616, 0.2761, 0.1623])"
1378,7863,@ shahid _ siddiqui India sabka hai aur sabka barbar hai Is baat par kisi ko koi doubt nahi hona chahiye Pyar badh â€¦ https // t co / vlNuJqcWuL  ,shahid siddiqui india sabka hai aur sabka barbar hai baat par kisi ko koi doubt nahi hona chahiy pyar badh â€¦ co vlnujqcwul,negative,"tensor([0.3913, 0.3176, 0.2911])"
1379,27523,@ DocVatsa iss desh ka mandate yeh hai ki tax money se ram mandir banayenge yeh kya services ki baat karte ho bhul â€¦ https // t . co / UAIMLriOU0  ,docvatsa iss desh ka mandat yeh hai ki tax money se ram mandir banayeng yeh kya servic ki baat kart ho bhul â€¦ co uaimlriou,neutral,"tensor([0.4187, 0.4380, 0.1433])"
1380,5581,RT @ iam _ sach11 Booked 5 tickets for First day First show of # Bharat @ Bharat _ TheFilm Ek din me 2 baar dekhenge movie ðŸ’ªðŸ˜Ž First show at PvR a â€¦  ,iam sach book ticket first day first show bharat bharat thefilm ek din baar dekheng movi ðÿ’ªðÿ˜ž first show pvr â€¦,neutral,"tensor([0.2236, 0.4813, 0.2951])"
1381,442,it â€™ s gay month which means i â€™ m cashing in on my god-given right to listen to carly rae jepsen as loud as i want on the bus  ,â€™ gay month mean â€™ cash godgiven right listen carli rae jepsen loud want bu,neutral,"tensor([0.1153, 0.6338, 0.2509])"
1382,32320,@ himmat _ 007 Har jagah ye mulla atank machate rahte hain police bhi soti rahti hai koi karwahi kyu nahi karti ab to â€¦ https // t . co / N0e5O0S7Sk  ,himmat har jagah ye mulla atank machat raht hain polic bhi soti rahti hai koi karwahi kyu nahi karti ab â€¦ co neossk,negative,"tensor([0.4601, 0.3947, 0.1451])"
1383,8131,@ ealexia _ the party in the last pic was WILD ! but thank you baby ! i love you so much and i can â€™ t wait to see you soon ðŸ’žðŸ’“ðŸ’—ðŸ’–ðŸ’˜  ,ealexia parti last pic wild thank babi love much â€™ wait see soon ðÿ’žðÿ’“ðÿ’—ðÿ’–ðÿ’˜,neutral,"tensor([0.0969, 0.5099, 0.3932])"
1384,33022,RT @ aapkadharam @ KapilSharmaK9 Kapil lots of love to you and Ginni baby . Jeete raho ðŸ‘‹  ,aapkadharam kapilsharmak kapil lot love ginni babi jeet raho ðÿ‘‹,positive,"tensor([0.1827, 0.3324, 0.4849])"
1385,40872,@ Prazya @ anjanaomkashyap First of all thanks for calling me bhaijaan thats the spirit I wanted in India instead of â€¦ https // t . co / dpuBeBxqPQ  ,prazya anjanaomkashyap first thank call bhaijaan that spirit want india instead â€¦ co dpubebxqpq,positive,"tensor([0.0998, 0.3246, 0.5756])"
1386,33199,@ sangeenyar51 @ Pagli _ Doll @ mjdawar Haramzadgi hr jagah huti hy wrna Imran tu Pakistani tha  ,sangeenyar pagli doll mjdawar haramzadgi hr jagah huti hy wrna imran tu pakistani tha,negative,"tensor([0.7731, 0.1751, 0.0518])"
1387,13157,@ heyitsme _ kp Thank you ! It went great ! â˜ºï¸â˜ºï¸ðŸ’žðŸ’ž  ,heyitsm kp thank went great â˜ºï¸â˜ºï¸ðÿ’žðÿ’ž,positive,"tensor([0.0282, 0.3245, 0.6473])"
1388,43668,ðŸ˜´âœ¨ Time to say Goodnight beauty sleep needed . ðŸŒ¹ Sending âœŒ Peace ðŸ’• Love ðŸ™Œ Healing & ðŸ’« Light out to one and all hope it r â€¦ https // t . co / Jn3QoRwlGP  ,ðÿ˜´âœ¨ time say goodnight beauti sleep need ðÿœ¹ send âœœ peac ðÿ’• love ðÿ™œ heal ðÿ’« light one hope r â€¦ co jnqorwlgp,positive,"tensor([0.0506, 0.4574, 0.4920])"
1389,28885,@ IPraveenDixit What â€™ s new in this Praveen . Padh dada aur daadi ko adarsh lekar yeh nirnay liya hai . So u remember N â€¦ https // t . co / NVMCy8rnfx  ,ipraveendixit â€™ new praveen padh dada aur daadi ko adarsh lekar yeh nirnay liya hai u rememb n â€¦ co nvmcyrnfx,neutral,"tensor([0.2426, 0.5222, 0.2352])"
1390,36965,@ mence _ pike Oooh thank you so much !! â¤  ,menc pike oooh thank much â¤,neutral,"tensor([0.0493, 0.4983, 0.4524])"
1391,39767,@ Nadeema86884098 @ ParetaJai @ GAUAHAR _ KHAN Abe chutiye Pakistan 1947 me bana bharat 5000 saal Purana hai India naam â€¦ https // t . co / J3IK2WiiUM  ,nadeema paretajai gauahar khan abe chutiy pakistan bana bharat saal purana hai india naam â€¦ co jikwiium,neutral,"tensor([0.2880, 0.4015, 0.3106])"
1392,24312,Happy Birthday to our elder brother National President of Gao Raksha Kranti Gyanendra Singh Mukhia ji https // t co / 0BVh5hkr6S  ,happi birthday elder brother nation presid gao raksha kranti gyanendra singh mukhia ji co bvhhkr,neutral,"tensor([0.0931, 0.5177, 0.3892])"
1393,21701,@ AsliVikrant007 @ vikrantgupta73 ðŸ˜‚ðŸ˜‚ðŸ˜‚ Cricket Talk pe sirf chutiyapa hota hai .. bolna toh aata nahi Bacha Ko .. chala h â€¦ https // t . co / njLeSEdz98  ,aslivikr vikrantgupta ðÿ˜‚ðÿ˜‚ðÿ˜‚ cricket talk pe sirf chutiyapa hota hai bolna toh aata nahi bacha ko chala h â€¦ co njlesedz,negative,"tensor([0.6411, 0.2557, 0.1032])"
1394,24689,RT @ MukeshK64587915 @ Iyervval @ vijayrupanibjp Dimag kharab ho gaya hai sabka . sare politician pe kuch jyada hi charbi charh gaya hai . sabko â€¦  ,mukeshk iyervv vijayrupanibjp dimag kharab ho gaya hai sabka sare politician pe kuch jyada hi charbi charh gaya hai sabko â€¦,negative,"tensor([0.4054, 0.2665, 0.3281])"
1395,32812,@ ModiLeDubega @ Pawankhera @ The _ veenaD TV nhee hota to dhong ka pta kaise lgtaa yhnx media  ,modiledubega pawankhera veenad tv nhee hota dhong ka pta kais lgtaa yhnx media,negative,"tensor([0.4505, 0.4328, 0.1167])"
1396,9511,RT @ SuneetaArya Mission successful jo raha ... https // t . co / 4f3TV62bDP  ,suneetaarya mission success jo raha co ftvbdp,neutral,"tensor([0.1472, 0.6572, 0.1956])"
1397,44928,@ Mahendr40328517 Dube iron lady ne toh tum kahi ke nahi chore ... ab hindu musalman kaise karoge ??? Maja aa gaya jaw â€¦ https // t . co / EOz5uMulmq  ,mahendr dube iron ladi ne toh tum kahi ke nahi chore ab hindu musalman kais karog maja aa gaya jaw â€¦ co eozumulmq,negative,"tensor([0.4823, 0.3530, 0.1647])"
1398,10556,@ omar _ quraishi @ SarfarazA _ 54 Agar captain sab achay suit hotay to proud feel n kartay ???  ,omar quraishi sarfaraza agar captain sab achay suit hotay proud feel n kartay,neutral,"tensor([0.1679, 0.5523, 0.2798])"
1399,34035,I love you how you are i would never try to change you i could only give you pointers on how to advance your mindset  ,love would never tri chang could give pointer advanc mindset,neutral,"tensor([0.1598, 0.5483, 0.2919])"
1400,31673,RT @ rinki598 @ OfficeOfRSP @ rsprasad Aderniyay sir Bahut bahut bhadhai . Sir request hai jis kadar IPPB BANK aane se Gramin daksewak ka work â€¦  ,rinki officeofrsp rsprasad aderniyay sir bahut bahut bhadhai sir request hai ji kadar ippb bank aan se gramin daksewak ka work â€¦,neutral,"tensor([0.1587, 0.4353, 0.4060])"
1401,11027,@ altbalaji Ekta aap ke Dil me mere lie 1% bhi jgah hai to aaz se Aap aeshe hi kapde dresh Pahnogi aap achhi sundar â€¦ https // t . co / Xk8EVmjWNQ  ,altbalaji ekta aap ke dil mere lie bhi jgah hai aaz se aap aesh hi kapd dresh pahnogi aap achhi sundar â€¦ co xkevmjwnq,positive,"tensor([0.0476, 0.2769, 0.6756])"
1402,27641,ðŸ‘‰ Sona words boat ride on lake Geneva from vevey to chillon castles is the best way to see the swiss Riviera ðŸ’ƒ ðŸ˜â€¦ https // t . co / pGGWftpaQk  ,ðÿ‘‰ sona word boat ride lake geneva vevey chillon castl best way see swiss riviera ðÿ’ƒ ðÿ˜â€¦ co pggwftpaqk,neutral,"tensor([0.2555, 0.4616, 0.2828])"
1403,22818,@ INCMP Godse bhi Desh bhakt tha leki aajadi ke bad Gandhi Muslim aur Nehru bhakt ban gay the godse ke court Ko diy gay biyan me saf h  ,incmp gods bhi desh bhakt tha leki aajadi ke bad gandhi muslim aur nehru bhakt ban gay gods ke court ko diy gay biyan saf h,negative,"tensor([0.4991, 0.3053, 0.1956])"
1404,16273,@ sherryontopp @ RahulGandhi @ priyankagandhi @ ahmedpatel @ INCIndia @ IYC @ MahilaCongress Saabjee Raajniti kab chhor ra â€¦ https // t co / G5SqFRnRVL  ,sherryontopp rahulgandhi priyankagandhi ahmedpatel incindia iyc mahilacongress saabje raajniti kab chhor ra â€¦ co gsqfrnrvl,negative,"tensor([0.5285, 0.3347, 0.1369])"
1405,33498,Jab aise hi kisi ko mantri pad dena hai to election kyo karana . Jo jeetkar aya use to banaya nahi but jisne electio â€¦ https // t . co / xfc5GbVm6b  ,jab ais hi kisi ko mantri pad dena hai elect kyo karana jo jeetkar aya use banaya nahi jisn electio â€¦ co xfcgbvmb,neutral,"tensor([0.2196, 0.6377, 0.1427])"
1406,24912,@ Payal _ Rohatgi Godse deshbhakt tha ya nahi Ye wo khud hi bata sakta tha Matter ye nahi hai Matter ye hai madem k â€¦ https // tco / krlBO7lF0M  ,payal rohatgi gods deshbhakt tha ya nahi ye wo khud hi bata sakta tha matter ye nahi hai matter ye hai madem k â€¦ tco krlbolfm,negative,"tensor([0.5006, 0.3789, 0.1204])"
1407,32909,@ hrypr @ sardanarohit Ye vipakshi partyan apni haar theekra ab media per fodna chah rahe hain apne ander ki kamyon k â€¦ https // t . co / id3yrNnRir  ,hrypr sardanarohit ye vipakshi partyan apni haar theekra ab media per fodna chah rahe hain apn ander ki kamyon k â€¦ co idyrnnrir,negative,"tensor([0.6243, 0.2419, 0.1338])"
1408,14337,@ shahid _ siddiqui Jai Shri Ram ! Baghwan Ram aapko isi tarah hamesha sadbuddhi pradaan karein  ,shahid siddiqui jai shri ram baghwan ram aapko isi tarah hamesha sadbuddhi pradaan karein,positive,"tensor([0.0823, 0.2063, 0.7114])"
1409,33234,RT @ belllammaria At planned parenthood STD testing is FREE Condoms are FREE Plan B is FREE Pregnancy testing is FREE Birth control ( e â€¦  ,belllammaria plan parenthood std test free condom free plan b free pregnanc test free birth control e â€¦,neutral,"tensor([0.1126, 0.6333, 0.2541])"
1410,10401,RT @ PravinAjayFan Aahan Shetty's debut film # Tadap remake of Rx100 Hit ho ya flop but Aahan ko Acting talent dikhane ka mauka jabardast m â€¦  ,pravinajayfan aahan shetti debut film tadap remak rx hit ho ya flop aahan ko act talent dikhan ka mauka jabardast â€¦,neutral,"tensor([0.1160, 0.6475, 0.2365])"
1411,23282,RT @ singhsahab62 ghuma fira ke jb fir ghandhi family ki hi gulami krni thi to vincy baba ke istife ka natak kyu chal rha ..... ðŸ¤£ @ DrKumarVi â€¦  ,singhsahab ghuma fira ke jb fir ghandhi famili ki hi gulami krni thi vinci baba ke istif ka natak kyu chal rha ðÿ¤£ drkumarvi â€¦,negative,"tensor([0.5853, 0.3481, 0.0666])"
1412,30305,# SiddhuQuitPolitics seems it â€™ s been two days in a row this hashtag has been trending .. kuch to lihaz kar lo .. baatein â€¦ https // t . co / 2agakDJ4z5  ,siddhuquitpolit seem â€™ two day row hashtag trend kuch lihaz kar lo baatein â€¦ co agakdjz,neutral,"tensor([0.3008, 0.4546, 0.2445])"
1413,11759,@ MaryamNSharif iS Apne Janu KO BOLna THa K Zra Apna VoLuMe Up â†‘ Krr K BOLna THa .. Taa K iS Kii ØªÙˆØ§Ø¸Ø¹Ø­ aCHii TRa Se â€¦ https // t . co / te7b3GzMJR  ,maryamnsharif apn janu ko bolna tha k zra apna volum â†‘ krr k bolna tha taa k kii øªùˆø§ø¸ø¹ø­ achii tra se â€¦ co tebgzmjr,neutral,"tensor([0.3484, 0.4318, 0.2199])"
1414,21645,Ab btaiye ki ye log kabhi bol denge ye not Ni chal Raha he to mene puch ki AP likh ke de sakte he to o kuch Ni bola â€¦ https // t . co / QNi8nRfX6q  ,ab btaiy ki ye log kabhi bol deng ye ni chal raha mene puch ki ap likh ke de sakt kuch ni bola â€¦ co qninrfxq,neutral,"tensor([0.3557, 0.5637, 0.0805])"
1415,20975,RT @ MeghShukla15 Kya # ChatpataElection hai yeh DABUR HAJMOLA ka . Ek se badhkar ek candidates hai . Sab ke sab chatpate aur majedaar . Yaha v â€¦  ,meghshukla kya chatpataelect hai yeh dabur hajmola ka ek se badhkar ek candid hai sab ke sab chatpat aur majedaar yaha v â€¦,neutral,"tensor([0.3810, 0.4961, 0.1228])"
1416,33167,@ SanjayAzadSln @ C7dGJexzYqUMr0n Bhai logo inko bol lene do jo bhi bolte h warna congress aur sp / bsp ki tarah kahi y â€¦ https // t . co / dPE7E3qP0U  ,sanjayazadsln cdgjexzyqumrn bhai logo inko bol lene jo bhi bolt h warna congress aur sp bsp ki tarah kahi â€¦ co dpeeqpu,negative,"tensor([0.5766, 0.2849, 0.1384])"
1417,7729,Indian toh india aaj Westindies ne bi Pakistan ki g **** d Maar liii Sayd ab pakistan ko sarwajnik team bna deni chai â€¦ https // t . co / RSa9Xgeop0  ,indian toh india aaj westindi ne bi pakistan ki g maar liii sayd ab pakistan ko sarwajnik team bna deni chai â€¦ co rsaxgeop,negative,"tensor([0.5996, 0.3000, 0.1004])"
1418,21237,@ Emaan _ Noor5 Iam also pmln supporter lakin khawar manika sath nehi gya ya kiyun jhoot bol rehi ho bibi  ,emaan noor iam also pmln support lakin khawar manika sath nehi gya ya kiyun jhoot bol rehi ho bibi,negative,"tensor([0.4244, 0.4121, 0.1635])"
1419,21082,Good afternoon Prime Minister Modi ji . Sir zinse paresan hokar Bengal apko votes diya hein .. wohi tmc k MLAMP ab a â€¦ https // t . co / L00sVaNYPX  ,good afternoon prime minist modi ji sir zins paresan hokar bengal apko vote diya hein wohi tmc k mlamp ab â€¦ co lsvanypx,positive,"tensor([0.2354, 0.3058, 0.4588])"
1420,22975,RT @ Baberkhansr Ha koi Jo illegal kam KO rok saka kya pakistan ma law and order bilkul khatam ho gaya @ OfficialDGISPR @ peaceforchange @ geo â€¦  ,baberkhansr ha koi jo illeg kam ko rok saka kya pakistan law order bilkul khatam ho gaya officialdgispr peaceforchang geo â€¦,neutral,"tensor([0.4202, 0.4641, 0.1157])"
1421,27059,@ RubikaLiyaquat @ INCIndia You are doing great job just ignore them Ramjaan k samay pura din bhukhe rakh kr aap it â€¦ https // t . co / 721ReC2fCB  ,rubikaliyaquat incindia great job ignor ramjaan k samay pura din bhukh rakh kr aap â€¦ co recfcb,positive,"tensor([0.1599, 0.3317, 0.5084])"
1422,657,@ narendramodi BAHUT BAHUT BADHAI https // t co / EGGZ2cnOBw  ,narendramodi bahut bahut badhai co eggzcnobw,positive,"tensor([0.0043, 0.1444, 0.8513])"
1423,43494,Bahot bahot badhiaya Narendra Modi Ji Desh ki public ne chuna hai aapko Asha karte hai ki agle 5 saal hamare wata â€¦ https // t co / eZK7mW6YgS  ,bahot bahot badhiaya narendra modi ji desh ki public ne chuna hai aapko asha kart hai ki agl saal hamar wata â€¦ co ezkmwyg,positive,"tensor([0.0990, 0.2850, 0.6160])"
1424,29741,@ narendramodi Dear modi ji aap se mera ye request hai ki aap national tv par akar ek add banaye ki is desh ke logo â€¦ https // t . co / jE8lGLLoOC  ,narendramodi dear modi ji aap se mera ye request hai ki aap nation tv par akar ek add banay ki desh ke logo â€¦ co jelgllooc,positive,"tensor([0.1386, 0.4227, 0.4387])"
1425,31457,@ monigupta802 @ Swamy39 @ mahadev _ riya @ monigupta802 Matma Gandhi ko samjne ki tumari Shayad hasiyath nahi ... Tum â€¦ https // t . co / 2t5V7AlonA  ,monigupta swami mahadev riya monigupta matma gandhi ko samjn ki tumari shayad hasiyath nahi tum â€¦ co tvalona,neutral,"tensor([0.3663, 0.3832, 0.2505])"
1426,1429,@ atraychoudhury @ SonaholicAnkita Saif won national award . Not even for his good films but for / Hum Tum /. With that â€¦ https // t . co / 0oUqDoVc8y  ,atraychoudhuri sonaholicankita saif nation award even good film hum tum â€¦ co ouqdovci,neutral,"tensor([0.2453, 0.4689, 0.2858])"
1427,36945,@ OfficeOfKNath @ RahulGandhi @ INCIndia Kamnath ji aap sochiye hum kaha jaye Yaha to bjp nhai na fir esa kyo ho ra â€¦ https // t co / voPVwXBCQP  ,officeofknath rahulgandhi incindia kamnath ji aap sochiy hum kaha jay yaha bjp nhai na fir esa kyo ho ra â€¦ co vopvwxbcqp,neutral,"tensor([0.3219, 0.4798, 0.1983])"
1428,27958,@ vineet10 @ pandya2007 Ye to noble prize wala question hai waise log ishaaron ki bhasha me sochte aur samajhte hain  ,vineet pandya ye nobl prize wala question hai wais log ishaaron ki bhasha socht aur samajht hain,negative,"tensor([0.4437, 0.3429, 0.2134])"
1429,32250,@ ashutosh83B Muslimo ke chatukar Tu Muslimo ke mude uthata hai Delhi me dhurav tyagi ko maar Diya gya Meerut me s â€¦ https // t . co / vqLrsNGWdC  ,ashutoshb muslimo ke chatukar tu muslimo ke mude uthata hai delhi dhurav tyagi ko maar diya gya meerut â€¦ co vqlrsngwdc,negative,"tensor([0.8763, 0.0860, 0.0378])"
1430,19905,Yeh koni unya k prani hein . yeh tu brahman se bhi khatarnak hein ? https // t . co / 1xIUC100X3  ,yeh koni unya k prani hein yeh tu brahman se bhi khatarnak hein co xiucx,neutral,"tensor([0.3155, 0.5235, 0.1610])"
1431,5045,@ Aftab _ 4nwar @ MaryamNSharif Tumhara leader kaptan khan to apne bacho ko apna nhi manta woh pakistan ko apna kia sam â€¦ https // t . co / s50mxBm7kx  ,aftab nwar maryamnsharif tumhara leader kaptan khan apn bacho ko apna nhi manta woh pakistan ko apna kia sam â€¦ co smxbmkx,negative,"tensor([0.4284, 0.4140, 0.1576])"
1432,23184,RT @ jugallus Best moment for a Nagpurian ðŸ¤©âœŠâœŠ # bjp # gadkari # Nagpur @ vrNagpur https // t . co / aSzilvubRX  ,jugallu best moment nagpurian ðÿ¤©âœšâœš bjp gadkari nagpur vrnagpur co aszilvubrx,neutral,"tensor([0.3181, 0.4067, 0.2752])"
1433,22139,Disha ne vi interview diya or ye psychic ne vi interview diya . disha kitna mature hai or ye kitna nakli hai . disha ki â€¦ https // t . co / foyXrbGpHn  ,disha ne vi interview diya ye psychic ne vi interview diya disha kitna matur hai ye kitna nakli hai disha ki â€¦ co foyxrbgphn,negative,"tensor([0.4778, 0.3406, 0.1816])"
1434,18737,@ SpaceCptZemo Yes sure they have a strong connection as brave warriors haha and poor Maxim always defeated by Selan ðŸ˜‚ðŸ˜‚. I love Dekar haha  ,spacecptzemo ye sure strong connect brave warrior haha poor maxim alway defeat selan ðÿ˜‚ðÿ˜‚ love dekar haha,neutral,"tensor([0.3503, 0.4181, 0.2316])"
1435,10298,@ stary _ fir @ farhan _ saeed great performance I like drama serial Suno Chanda  ,stari fir farhan saeed great perform like drama serial suno chanda,neutral,"tensor([0.0994, 0.6313, 0.2693])"
